company_id,company_name,headquarters_country,headquarters_city,founded_year,employee_count,annual_revenue_usd,rpa_platform,cloud_support,ai_integration,process_mining_support,low_code_support,market_share_percent,customer_count,industry_focus,website,global_region
CMP03677,Omnis RoboFlow,Czech Republic,Plzen,2018,143,52189873,Infosys Nia,Yes,Yes,No,No,0.011,415,Energy & Utilities,https://www.omnisroboflow.com,Europe
CMP03678,Intelligent AutoBrain,United Kingdom,Bristol,2024,56,5061975,Contextor,Yes,Yes,Yes,Yes,0.023,43,Nonprofit & NGO,https://www.intelligentautobrain.com,Europe
CMP03679,BotOmega83,India,Jaipur,2019,31,1693673,Cognizant RPA,Yes,Yes,No,Yes,0.008,42,Real Estate,https://www.botomega83.com,Asia-Pacific
CMP03680,Titan SmartWorks2,India,Mumbai,2013,169,72138195,HelpSystems Automate,Yes,Partial,No,Yes,0.004,219,Legal Services,https://www.titansmartworks2.com,Asia-Pacific
CMP03681,Vertex Process9,Italy,Florence,2001,30,3709133,AutomationEdge,Yes,Yes,No,Yes,0.038,2,Insurance,https://www.vertexprocess9.com,Europe
CMP03682,Signal LogicBot,Japan,Kyoto,2018,52,7531695,SAP iRPA,Yes,Partial,Yes,Yes,0.086,30,Transportation & Logistics,https://www.signallogicbot.com,Asia-Pacific
CMP03683,Global Workforce33,United States,Minneapolis,2019,5,1000000,Kofax RPA,Partial,Yes,Yes,No,0.005,13,FMCG & Consumer Goods,https://www.globalworkforce33.com,North America
CMP03684,Unity Nexus16,Israel,Tel Aviv,2015,5,1014831,Datamatics Truzo,Yes,Yes,No,Yes,0.007,37,Mining & Metals,https://www.unitynexus16.com,Middle East
CMP03685,Hyperion Mind58,United Kingdom,Bristol,2018,73,12332804,Winautomation,Yes,Yes,Yes,Yes,0.082,268,Government & Public Sector,https://www.hyperionmind58.com,Europe
CMP03686,SparkSync84,Portugal,Lisbon,2002,1044,640688264,Datamatics Truzo,Partial,Partial,Yes,Yes,0.004,859,Aerospace & Defense,https://www.sparksync84.com,Europe
CMP03687,WaveBot,United States,Boston,2022,168,22197388,Contextor,No,Yes,Yes,No,0.004,414,Construction & Engineering,https://www.wavebot.com,North America
CMP03688,CAATech,United Kingdom,Manchester,2010,17,1245796,AntWorks,Yes,Yes,Yes,Yes,0.141,11,Technology & IT Services,https://www.caatech.com,Europe
CMP03689,BaseNexus,Netherlands,The Hague,2006,98,8600537,Kofax RPA,Yes,Yes,Yes,Yes,0.002,47,Media & Entertainment,https://www.basenexus.com,Europe
CMP03690,SparkHub48,Sweden,Stockholm,2007,63,3702604,Jidoka RPA,Yes,Yes,No,Yes,0.019,42,Professional Services & Consulting,https://www.sparkhub48.com,Europe
CMP03691,Pinnacle CogniBot,Brazil,Rio de Janeiro,2012,30,2692687,Kofax RPA,No,Yes,No,Yes,0.013,35,Manufacturing,https://www.pinnaclecognibot.com,South America
CMP03692,Lighthouse Tech,Spain,Valencia,2016,58,8808942,Hansight RPA,Yes,Yes,Yes,Yes,0.013,18,Mining & Metals,https://www.lighthousetech.com,Europe
CMP03693,Zenith Dynamics,United States,Portland,2007,2209,1338667186,Appian,Partial,No,No,No,0.011,13002,Life Sciences,https://www.zenithdynamics.com,North America
CMP03694,QuantumSwift,China,Chengdu,2012,15,3401542,Jacada,Partial,Yes,Yes,No,0.016,30,Automotive,https://www.quantumswift.com,Asia-Pacific
CMP03695,Prism Nexus,United Kingdom,London,2016,70,8252901,Robocorp,Yes,Yes,Yes,Yes,0.008,48,Banking & Financial Services,https://www.prismnexus.com,Europe
CMP03696,BrightNeuro17,United States,Miami,1997,2228,1898219618,Laiye,Yes,Yes,No,Yes,0.01,11665,Life Sciences,https://www.brightneuro17.com,North America
CMP03697,BaseSpark,Argentina,Buenos Aires,2021,789,278237511,Appian,Yes,Yes,No,Yes,0.017,2784,Nonprofit & NGO,https://www.basespark.com,South America
CMP03698,Apex IntelliFlow,Israel,Jerusalem,2023,5,1000000,Power Automate,Partial,Yes,No,Yes,0.001,39,Automotive,https://www.apexintelliflow.com,Middle East
CMP03699,Vortex Bots,Finland,Espoo,2013,59,4584653,Power Automate,Yes,No,Yes,No,0.009,17,Education,https://www.vortexbots.com,Europe
CMP03700,MetaLink,Germany,Berlin,1985,65,23219567,Jidoka RPA,Yes,Partial,Yes,No,0.019,380,Automotive,https://www.metalink.com,Europe
CMP03701,Horizon AutoPilot24,India,Jaipur,2008,213,82331631,Appian,Yes,Yes,Yes,Yes,0.003,32,Technology & IT Services,https://www.horizonautopilot24.com,Asia-Pacific
CMP03702,HubDock,China,Nanjing,2018,28,3924230,UiPath,Yes,Yes,No,Yes,0.008,39,Construction & Engineering,https://www.hubdock.com,Asia-Pacific
CMP03703,Solaris Automations57,France,Toulouse,2023,23,3410693,Winautomation,Yes,Yes,Yes,Yes,0.012,41,Oil & Gas,https://www.solarisautomations57.com,Europe
CMP03704,AlphaHub,Singapore,Singapore,2020,34,2584934,MuleSoft RPA,Yes,Yes,Yes,Yes,0.026,30,FMCG & Consumer Goods,https://www.alphahub.com,Asia-Pacific
CMP03705,Global Mind,Denmark,Aalborg,2019,52,5149910,Robocorp,No,Partial,Yes,Yes,0.001,5,Hospitality & Travel,https://www.globalmind.com,Europe
CMP03706,Omnis Intelligence,United Kingdom,Cambridge,2021,41,4836112,Hansight RPA,Yes,Partial,No,No,0.007,10,Agriculture & Food Processing,https://www.omnisintelligence.com,Europe
CMP03707,Vanguard CognitiveFlow,Netherlands,The Hague,2022,195,79158188,AutoHotkey Enterprise,Yes,No,Yes,Yes,0.003,49,Oil & Gas,https://www.vanguardcognitiveflow.com,Europe
CMP03708,Digital SmartOps,Vietnam,Da Nang,2013,66,12443292,HelpSystems Automate,Yes,Yes,No,Yes,0.228,316,Insurance,https://www.digitalsmartops.com,Asia-Pacific
CMP03709,MetaLink26,India,Jaipur,2019,69,7264879,Wipro HOLMES,Yes,Partial,Yes,No,0.01,3,Mining & Metals,https://www.metalink26.com,Asia-Pacific
CMP03710,CNESystems,China,Wuhan,2017,25,2572159,AntWorks,Partial,Yes,No,No,0.003,39,Insurance,https://www.cnesystems.com,Asia-Pacific
CMP03711,GNLabs,Germany,Hamburg,2019,38,4633880,AutomationEdge,Yes,Yes,No,No,0.049,32,Manufacturing,https://www.gnlabs.com,Europe
CMP03712,Vortex SmartOps,France,Lyon,2021,15,1000000,Jacada,Yes,Yes,Yes,Yes,0.006,18,Education,https://www.vortexsmartops.com,Europe
CMP03713,LinkQuantum,France,Strasbourg,2016,25,3493764,Kofax RPA,Yes,Partial,No,Yes,0.012,29,Education,https://www.linkquantum.com,Europe
CMP03714,GACGroup86,Italy,Turin,2021,6,1000000,MuleSoft RPA,Yes,Yes,Yes,Yes,0.038,21,Manufacturing,https://www.gacgroup86.com,Europe
CMP03715,Unity Flow,Tanzania,Dodoma,2013,16,1161819,NICE Robotic Automation,Yes,Yes,Yes,Yes,0.001,35,Life Sciences,https://www.unityflow.com,Africa
CMP03716,Universal Intelligence,Japan,Fukuoka,2010,80,16795367,Robocorp,Yes,Yes,No,Yes,0.016,267,Legal Services,https://www.universalintelligence.com,Asia-Pacific
CMP03717,Solaris DataBot,Indonesia,Surabaya,2013,36,8095301,Contextor,Yes,Yes,No,Yes,0.002,24,Agriculture & Food Processing,https://www.solarisdatabot.com,Asia-Pacific
CMP03718,PortCogni54,United States,Portland,2013,12,2121452,Cognizant RPA,Yes,No,No,Yes,0.009,18,Construction & Engineering,https://www.portcogni54.com,North America
CMP03719,Blue AutomateIQ,Nigeria,Abuja,2013,5,1095398,Infosys Nia,Yes,No,No,Yes,0.02,39,Technology & IT Services,https://www.blueautomateiq.com,Africa
CMP03720,ACPSystems,Brazil,Porto Alegre,2019,45,2267771,VisualCron,Yes,Yes,Yes,No,0.003,22,Automotive,https://www.acpsystems.com,South America
CMP03721,Logic IntelliBot,Mexico,Mexico City,2015,286,40350959,Laiye,Yes,No,Yes,Yes,0.009,26,Healthcare & Pharmaceuticals,https://www.logicintellibot.com,North America
CMP03722,AIALabs,Israel,Haifa,2011,5,1000000,Jidoka RPA,Yes,No,Yes,Yes,0.003,20,Energy & Utilities,https://www.aialabs.com,Middle East
CMP03723,Visionary BrainBot,Austria,Vienna,2017,8,1000000,SAP iRPA,Yes,Yes,Yes,Yes,0.073,42,Technology & IT Services,https://www.visionarybrainbot.com,Europe
CMP03724,DNSAI,Saudi Arabia,Medina,1987,75,8727563,Automation Anywhere,No,Yes,No,Yes,0.009,31,Chemical & Materials,https://www.dnsai.com,Middle East
CMP03725,Lighthouse Works,Japan,Fukuoka,2017,17,2612588,AntWorks,Yes,Yes,Yes,Yes,0.02,48,Hospitality & Travel,https://www.lighthouseworks.com,Asia-Pacific
CMP03726,Lumina ProcessPro91,Tanzania,Dar es Salaam,2024,5,1000000,RoboTask,Yes,Partial,No,Yes,0.187,50,Automotive,https://www.luminaprocesspro91.com,Africa
CMP03727,SNAAI,Ireland,Galway,2013,216,120735433,UiPath,Yes,No,Yes,Yes,0.035,1167,Telecommunications,https://www.snaai.com,Europe
CMP03728,ANSolutions82,India,Kolkata,2015,60,3164606,SAP iRPA,Yes,Yes,Yes,Yes,0.028,27,Education,https://www.ansolutions82.com,Asia-Pacific
CMP03729,SCDLabs,Australia,Perth,2016,88,4648416,Robocorp,Yes,Partial,Yes,Yes,0.034,19,Transportation & Logistics,https://www.scdlabs.com,Asia-Pacific
CMP03730,Pinnacle BotSphere,India,Hyderabad,2006,146,24803779,Power Automate,Yes,Yes,No,Yes,0.007,405,Retail & E-Commerce,https://www.pinnaclebotsphere.com,Asia-Pacific
CMP03731,ForgePrime65,South Korea,Busan,2015,19,3454868,Winautomation,Yes,Yes,No,Yes,0.008,33,Real Estate,https://www.forgeprime65.com,Asia-Pacific
CMP03732,MetaHub15,United States,Philadelphia,2010,78,7354044,Hansight RPA,Yes,Yes,Yes,Yes,0.078,1,Healthcare & Pharmaceuticals,https://www.metahub15.com,North America
CMP03733,Matrix AutoBrain82,Argentina,Mendoza,2005,5,1009023,AutoHotkey Enterprise,Yes,No,Yes,Yes,0.075,26,Legal Services,https://www.matrixautobrain82.com,South America
CMP03734,QuantumNeuro,Japan,Osaka,2020,41,4875309,Jacada,Partial,Yes,No,Yes,0.049,49,Telecommunications,https://www.quantumneuro.com,Asia-Pacific
CMP03735,Zephyr SmartProcess,Sweden,Malmo,2017,62,4575910,UiPath,Yes,Yes,Yes,Yes,0.006,18,Agriculture & Food Processing,https://www.zephyrsmartprocess.com,Europe
CMP03736,Elite CogniFlow48,Thailand,Pattaya,2012,123,75781075,Blue Prism (SS&C),Yes,Partial,No,Yes,0.094,300,Oil & Gas,https://www.elitecogniflow48.com,Asia-Pacific
CMP03737,Optima Mind30,Tanzania,Arusha,2017,13,1000000,SAP iRPA,Yes,Yes,Yes,Yes,0.002,25,Energy & Utilities,https://www.optimamind30.com,Africa
CMP03738,ADBot,United Arab Emirates,Sharjah,2013,7,1000000,Pega Platform,Yes,Yes,Yes,No,0.051,23,Insurance,https://www.adbot.com,Middle East
CMP03739,Pinnacle LogicWorks,Netherlands,Rotterdam,2022,108,45188842,Jidoka RPA,Partial,Partial,Yes,Yes,0.005,234,FMCG & Consumer Goods,https://www.pinnaclelogicworks.com,Europe
CMP03740,ASRCorp,Switzerland,Basel,2018,57,9045555,Jacada,Yes,Yes,Yes,No,0.002,19,Chemical & Materials,https://www.asrcorp.com,Europe
CMP03741,DigitalSwift87,United States,Seattle,2018,33,4605978,Wipro HOLMES,Partial,Yes,Yes,No,0.06,20,Agriculture & Food Processing,https://www.digitalswift87.com,North America
CMP03742,Radiant Tech,Brazil,Curitiba,1997,9,2474503,NICE Robotic Automation,Yes,Partial,Yes,No,0.001,31,FMCG & Consumer Goods,https://www.radianttech.com,South America
CMP03743,Global SmartProcess,India,Jaipur,1998,46,14188707,EdgeVerve AssistEdge,No,No,Yes,Yes,0.029,209,Mining & Metals,https://www.globalsmartprocess.com,Asia-Pacific
CMP03744,Ultra SmartOps,Germany,Leipzig,2014,121,34430792,Robocorp,Partial,Partial,No,No,0.02,87,Transportation & Logistics,https://www.ultrasmartops.com,Europe
CMP03745,RCIAI,Poland,Poznan,2014,75,16721214,NICE Robotic Automation,Yes,No,Yes,Yes,0.332,76,Government & Public Sector,https://www.rciai.com,Europe
CMP03746,Macro Synth,Australia,Sydney,2011,44,2299437,Laiye,Partial,Yes,No,No,0.01,38,Media & Entertainment,https://www.macrosynth.com,Asia-Pacific
CMP03747,Optima Digital,Poland,Poznan,2017,89,13400102,WorkFusion,Yes,Yes,Yes,Yes,0.037,417,Media & Entertainment,https://www.optimadigital.com,Europe
CMP03748,Prism RoboTech70,Argentina,Buenos Aires,2023,12,1857231,AutoHotkey Enterprise,Partial,Yes,No,Yes,0.001,5,Education,https://www.prismrobotech70.com,South America
CMP03749,LabDock,Italy,Turin,2019,154,33407429,Rocketbot,Yes,Yes,No,No,0.1,234,Banking & Financial Services,https://www.labdock.com,Europe
CMP03750,BaseNeuro,China,Wuhan,2010,149,31657882,Contextor,Partial,Yes,No,Yes,0.006,164,Insurance,https://www.baseneuro.com,Asia-Pacific
CMP03751,DigitalGate,China,Wuhan,2018,9,1000000,Contextor,Yes,Yes,Yes,Yes,0.003,3,Mining & Metals,https://www.digitalgate.com,Asia-Pacific
CMP03752,Atlas Mind57,Mexico,Queretaro,2019,115,20749962,WorkFusion,Yes,Yes,No,Yes,0.51,82,Automotive,https://www.atlasmind57.com,North America
CMP03753,SwiftBase52,Singapore,Singapore,2018,9,1000000,Contextor,Yes,No,No,Yes,0.007,50,Construction & Engineering,https://www.swiftbase52.com,Asia-Pacific
CMP03754,Matrix Workforce,Australia,Melbourne,2024,160,39234510,Botpath,Yes,Yes,No,Yes,0.103,59,Oil & Gas,https://www.matrixworkforce.com,Asia-Pacific
CMP03755,IntelliSync,New Zealand,Auckland,2008,100,7336102,Hansight RPA,Partial,Yes,Yes,No,0.034,19,Media & Entertainment,https://www.intellisync.com,Asia-Pacific
CMP03756,AMTech36,Japan,Sapporo,2020,31,1056441,Blue Prism (SS&C),Yes,Yes,Yes,Yes,0.018,4,Nonprofit & NGO,https://www.amtech36.com,Asia-Pacific
CMP03757,Advanced BotLogic,Australia,Brisbane,2007,48,10436793,WorkFusion,Yes,Yes,Yes,Yes,0.002,99,Agriculture & Food Processing,https://www.advancedbotlogic.com,Asia-Pacific
CMP03758,Velocity Technologies,Australia,Melbourne,1991,181,90227064,Robocorp,Yes,Yes,No,Yes,0.04,352,Telecommunications,https://www.velocitytechnologies.com,Asia-Pacific
CMP03759,SwiftPrime,Nigeria,Abuja,2003,14,2702417,Power Automate,Partial,Yes,Yes,Yes,0.02,19,Nonprofit & NGO,https://www.swiftprime.com,Africa
CMP03760,CISystems,United Kingdom,Manchester,1985,367,247734006,Contextor,Yes,Yes,Yes,Yes,0.006,1976,Legal Services,https://www.cisystems.com,Europe
CMP03761,CISolutions,United States,San Jose,2019,11,1433072,Pega Platform,Yes,Yes,No,Yes,0.037,40,Energy & Utilities,https://www.cisolutions.com,North America
CMP03762,MetaDock50,South Korea,Daejeon,2022,15,1000000,Softomotive,Yes,Yes,Yes,Yes,0.001,50,Nonprofit & NGO,https://www.metadock50.com,Asia-Pacific
CMP03763,ProcessBot31,India,Chennai,2012,40,5748621,Kofax RPA,Yes,Yes,No,No,0.003,35,Professional Services & Consulting,https://www.processbot31.com,Asia-Pacific
CMP03764,Summit FlowMind52,Philippines,Quezon City,2012,660,257328362,Infosys Nia,Partial,No,Yes,No,0.011,240,Chemical & Materials,https://www.summitflowmind52.com,Asia-Pacific
CMP03765,NetHyper,Brazil,Brasilia,2016,14,1000000,VisualCron,Yes,Yes,No,Yes,0.031,16,Hospitality & Travel,https://www.nethyper.com,South America
CMP03766,Digital IntelliFlow90,China,Beijing,2020,36,1138545,TCS BaNCS RPA,Yes,No,Yes,Yes,0.002,1,Insurance,https://www.digitalintelliflow90.com,Asia-Pacific
CMP03767,Advanced Automation,France,Toulouse,2018,98,14392651,Botpath,Yes,Yes,No,Yes,0.003,55,Life Sciences,https://www.advancedautomation.com,Europe
CMP03768,ICMGroup,United States,Phoenix,2012,12,2909497,Laiye,No,Yes,Yes,No,0.078,23,FMCG & Consumer Goods,https://www.icmgroup.com,North America
CMP03769,RapidDigital34,Mexico,Guadalajara,2017,20,1365507,OpenBots,Yes,No,Yes,Yes,0.015,44,Technology & IT Services,https://www.rapiddigital34.com,North America
CMP03770,Mega IntelliFlow,Poland,Warsaw,2019,166,51928773,Wipro HOLMES,Yes,Yes,Yes,No,0.001,274,FMCG & Consumer Goods,https://www.megaintelliflow.com,Europe
CMP03771,Intelligent Process,Japan,Nagoya,2016,57,3677750,Contextor,No,Yes,Yes,No,0.075,7,Healthcare & Pharmaceuticals,https://www.intelligentprocess.com,Asia-Pacific
CMP03772,Sage Intelligence,China,Shenzhen,2000,15,1166020,Laiye,Yes,Yes,No,Yes,0.019,6,Oil & Gas,https://www.sageintelligence.com,Asia-Pacific
CMP03773,Optima IntelliProcess,Germany,Leipzig,2007,47,8061266,RoboTask,Partial,Partial,No,Yes,0.106,18,Telecommunications,https://www.optimaintelliprocess.com,Europe
CMP03774,Sentient CogniBot6,Brazil,Belo Horizonte,2002,43,11927547,Pega Platform,Yes,No,No,Yes,0.027,312,Education,https://www.sentientcognibot6.com,South America
CMP03775,Frontier LogicWorks21,Italy,Turin,2023,48,5954996,Wipro HOLMES,Yes,Yes,Yes,Yes,0.027,42,Telecommunications,https://www.frontierlogicworks21.com,Europe
CMP03776,DAASystems,China,Wuhan,2002,23,4536583,Automation Anywhere,Yes,Yes,Yes,Yes,0.033,21,Chemical & Materials,https://www.daasystems.com,Asia-Pacific
CMP03777,Universal Robotics15,China,Suzhou,2024,19,2820352,Winautomation,Yes,Partial,Yes,Yes,0.021,1,Oil & Gas,https://www.universalrobotics15.com,Asia-Pacific
CMP03778,Unity DataBot94,United States,Philadelphia,2012,121,19455009,AutoHotkey Enterprise,Yes,Partial,Yes,Yes,0.328,167,Hospitality & Travel,https://www.unitydatabot94.com,North America
CMP03779,Everest IntelliFlow,Japan,Kyoto,2019,58,9516379,Automation Anywhere,No,Yes,No,Yes,0.328,6,Legal Services,https://www.everestintelliflow.com,Asia-Pacific
CMP03780,Visionary ProcessGenius,Czech Republic,Prague,2014,5,1000000,Blue Prism (SS&C),Yes,Partial,Yes,Yes,0.007,44,Transportation & Logistics,https://www.visionaryprocessgenius.com,Europe
CMP03781,ICAI,Portugal,Lisbon,2013,15,1441576,Automation Anywhere,Yes,No,No,Yes,0.002,40,Hospitality & Travel,https://www.icai.com,Europe
CMP03782,Meridian Cognitive,Japan,Yokohama,2018,158,25649127,WorkFusion,Yes,Yes,Yes,Yes,0.009,169,Technology & IT Services,https://www.meridiancognitive.com,Asia-Pacific
CMP03783,Stellar BotLogic53,Germany,Stuttgart,1999,92,6072693,Rocketbot,Yes,Yes,Yes,Yes,0.018,16,Legal Services,https://www.stellarbotlogic53.com,Europe
CMP03784,SACorp,Poland,Warsaw,2012,40,6104847,Softomotive,Yes,Yes,Yes,Yes,0.06,33,Professional Services & Consulting,https://www.sacorp.com,Europe
CMP03785,Hyperion CogniBot,Bahrain,Riffa,1995,219,74889624,Datamatics Truzo,No,Yes,Yes,Yes,0.02,26,Media & Entertainment,https://www.hyperioncognibot.com,Middle East
CMP03786,Hyperion SmartOps,United Kingdom,Bristol,2001,34,4832031,Robocorp,Partial,Partial,No,No,0.003,3,Energy & Utilities,https://www.hyperionsmartops.com,Europe
CMP03787,Zenith Neural,Ireland,Cork,2005,1154,205395032,Kofax RPA,Yes,Partial,Yes,Yes,0.017,2743,Hospitality & Travel,https://www.zenithneural.com,Europe
CMP03788,BotDock,Oman,Muscat,2024,5,1000000,Automation Anywhere,Yes,Yes,Yes,Yes,0.006,32,Life Sciences,https://www.botdock.com,Middle East
CMP03789,Everest AutoPilot46,India,Mumbai,2018,19,3444657,Pega Platform,Yes,No,Yes,Yes,0.016,20,Construction & Engineering,https://www.everestautopilot46.com,Asia-Pacific
CMP03790,Global BotLogic19,Ghana,Kumasi,2010,45,5779277,OpenBots,Yes,Partial,No,No,0.061,4,Banking & Financial Services,https://www.globalbotlogic19.com,Africa
CMP03791,WaveCraft2,China,Hangzhou,1987,24,9573307,AntWorks,Partial,Yes,Yes,No,0.001,11,Professional Services & Consulting,https://www.wavecraft2.com,Asia-Pacific
CMP03792,Sentient Automations,Germany,Stuttgart,2014,274,104718892,Wipro HOLMES,Yes,No,No,Yes,0.024,2211,Education,https://www.sentientautomations.com,Europe
CMP03793,EATech64,South Africa,Johannesburg,2018,8,1000000,AutomationEdge,Partial,No,No,No,0.004,40,Manufacturing,https://www.eatech64.com,Africa
CMP03794,Catalyst Tech,Taiwan,Taichung,2018,38,4954754,Datamatics Truzo,Yes,Yes,No,Yes,0.012,1,Legal Services,https://www.catalysttech.com,Asia-Pacific
CMP03795,LogicBase,United States,Denver,2010,37,4705208,Blue Prism (SS&C),Partial,Yes,Yes,No,0.001,6,Insurance,https://www.logicbase.com,North America
CMP03796,Summit LogicBot23,France,Nantes,2023,52,5233535,Contextor,Yes,Yes,Yes,Yes,0.003,38,Nonprofit & NGO,https://www.summitlogicbot23.com,Europe
CMP03797,Lumina LogicBot37,New Zealand,Christchurch,1986,25,5141675,SAP iRPA,Yes,No,Yes,Yes,0.022,45,Oil & Gas,https://www.luminalogicbot37.com,Asia-Pacific
CMP03798,Advanced BotLogic9,Ireland,Dublin,2019,66,7184012,Automation Anywhere,Yes,Partial,Yes,No,0.001,8,Aerospace & Defense,https://www.advancedbotlogic9.com,Europe
CMP03799,Vortex IntelliBot,Italy,Turin,2023,103,24583399,NICE Robotic Automation,Yes,Yes,No,No,0.007,475,Oil & Gas,https://www.vortexintellibot.com,Europe
CMP03800,DASystems28,Netherlands,Utrecht,2003,399,200564220,UiPath,No,Partial,No,Yes,0.011,1497,Aerospace & Defense,https://www.dasystems28.com,Europe
CMP03801,Nova Bot,India,Pune,2019,13,1628624,AutomationEdge,Yes,Yes,No,Yes,0.011,47,Life Sciences,https://www.novabot.com,Asia-Pacific
CMP03802,Optima CognitiveFlow,France,Nantes,2007,148,42825839,Laiye,Yes,Yes,No,Yes,0.002,227,Nonprofit & NGO,https://www.optimacognitiveflow.com,Europe
CMP03803,Catalyst BotLogic45,United Kingdom,Edinburgh,2002,14,4003905,WorkFusion,Yes,Yes,Yes,Yes,0.086,23,Agriculture & Food Processing,https://www.catalystbotlogic45.com,Europe
CMP03804,Eclipse Digital70,Germany,Frankfurt,2018,54,3474001,Hansight RPA,Yes,Yes,Yes,Yes,0.021,40,Automotive,https://www.eclipsedigital70.com,Europe
CMP03805,Pinnacle Automations,France,Strasbourg,2017,897,446092295,WorkFusion,Yes,Yes,Yes,No,0.055,634,Agriculture & Food Processing,https://www.pinnacleautomations.com,Europe
CMP03806,Proactive Intelligence76,China,Guangzhou,2014,5,1000000,AutoHotkey Enterprise,Yes,Yes,Yes,Yes,0.048,23,Technology & IT Services,https://www.proactiveintelligence76.com,Asia-Pacific
CMP03807,DigitalBridge,Sweden,Uppsala,2018,16,1000000,Power Automate,Yes,Partial,Yes,Yes,0.011,7,Manufacturing,https://www.digitalbridge.com,Europe
CMP03808,Pinnacle ProcessGenius64,Netherlands,Amsterdam,2015,328,73704513,Botpath,Yes,Yes,Yes,Yes,0.022,275,Government & Public Sector,https://www.pinnacleprocessgenius64.com,Europe
CMP03809,CogniHub,Spain,Seville,1998,66,13851436,SAP iRPA,Partial,Partial,Yes,Yes,0.001,242,Automotive,https://www.cognihub.com,Europe
CMP03810,SCCorp7,Tanzania,Arusha,2013,49,11560222,TCS BaNCS RPA,Yes,Yes,No,Yes,0.02,49,Life Sciences,https://www.sccorp7.com,Africa
CMP03811,Sentient Solutions,Argentina,Mendoza,2015,13,1503632,Laiye,Yes,Yes,No,Yes,0.007,18,Insurance,https://www.sentientsolutions.com,South America
CMP03812,HyperBot12,United Arab Emirates,Abu Dhabi,1998,19,1726084,Softomotive,Yes,Yes,No,Yes,0.024,45,Mining & Metals,https://www.hyperbot12.com,Middle East
CMP03813,Orion AI,Netherlands,Eindhoven,2017,191,57798133,Hansight RPA,Yes,Partial,Yes,Yes,0.003,113,Automotive,https://www.orionai.com,Europe
CMP03814,Stratos Flow,Vietnam,Ho Chi Minh City,2015,5,1000000,HelpSystems Automate,Partial,No,Yes,Yes,0.001,20,Aerospace & Defense,https://www.stratosflow.com,Asia-Pacific
CMP03815,Solaris Intelligence,United States,Boston,2014,58,12387295,Laiye,Partial,Yes,Yes,No,0.095,242,Agriculture & Food Processing,https://www.solarisintelligence.com,North America
CMP03816,MDATech,South Korea,Incheon,2004,100,26648317,Jacada,Yes,Partial,No,Yes,0.015,305,Energy & Utilities,https://www.mdatech.com,Asia-Pacific
CMP03817,Stellar Bots58,Mexico,Tijuana,2010,356,243046756,TCS BaNCS RPA,No,Yes,Yes,Yes,0.041,410,Oil & Gas,https://www.stellarbots58.com,North America
CMP03818,Quantum IntelliProcess,Mexico,Monterrey,2001,133,47502199,Kofax RPA,Yes,Yes,Yes,Yes,0.015,145,Oil & Gas,https://www.quantumintelliprocess.com,North America
CMP03819,Ultra Cyber,Austria,Linz,2015,109,56046831,HelpSystems Automate,Yes,No,Yes,No,0.004,95,Automotive,https://www.ultracyber.com,Europe
CMP03820,Blue FlowMind18,South Korea,Daegu,2015,5,1000000,Automation Anywhere,Partial,No,No,No,0.001,35,Manufacturing,https://www.blueflowmind18.com,Asia-Pacific
CMP03821,Visionary RoboFlow44,China,Guangzhou,2014,28,3056967,Pega Platform,Yes,Partial,No,Yes,0.012,50,Technology & IT Services,https://www.visionaryroboflow44.com,Asia-Pacific
CMP03822,Proactive Intelligence11,Indonesia,Bandung,2018,456,68678009,RoboTask,Yes,Yes,Yes,Yes,0.021,401,Automotive,https://www.proactiveintelligence11.com,Asia-Pacific
CMP03823,Trident Neural76,Spain,Bilbao,2022,11,1718864,Power Automate,Yes,Yes,Yes,Yes,0.019,39,Nonprofit & NGO,https://www.tridentneural76.com,Europe
CMP03824,NeuroNexus,Colombia,Barranquilla,2017,58,4575633,Laiye,Yes,No,Yes,Yes,0.022,38,Healthcare & Pharmaceuticals,https://www.neuronexus.com,South America
CMP03825,Frontier Nexus,Finland,Espoo,2023,83,5418316,Rocketbot,No,Yes,Yes,No,0.001,29,Government & Public Sector,https://www.frontiernexus.com,Europe
CMP03826,Apex BotSphere63,Japan,Kyoto,2016,64,12289236,Cognizant RPA,No,Yes,Yes,Yes,0.001,373,Retail & E-Commerce,https://www.apexbotsphere63.com,Asia-Pacific
CMP03827,IDCorp,Japan,Fukuoka,2016,17,1000000,Laiye,Partial,No,Yes,Yes,0.008,47,Automotive,https://www.idcorp.com,Asia-Pacific
CMP03828,LabPrime73,Mexico,Monterrey,2013,189,48642965,EdgeVerve AssistEdge,Yes,Partial,Yes,No,0.013,440,Government & Public Sector,https://www.labprime73.com,North America
CMP03829,Universal IntelliBot24,Brazil,Belo Horizonte,2012,34,4028182,Winautomation,Yes,Yes,Yes,Yes,0.004,36,Oil & Gas,https://www.universalintellibot24.com,South America
CMP03830,Vector Synth51,South Korea,Busan,2023,49,2048764,Pega Platform,Yes,No,Yes,Yes,0.049,34,Manufacturing,https://www.vectorsynth51.com,Asia-Pacific
CMP03831,BotOmega56,Morocco,Marrakech,2017,142,54022302,Appian,Yes,Yes,Yes,Yes,0.002,332,Professional Services & Consulting,https://www.botomega56.com,Africa
CMP03832,HubClear,South Korea,Busan,1994,183,147866732,EdgeVerve AssistEdge,Yes,Partial,Yes,No,0.001,2292,Retail & E-Commerce,https://www.hubclear.com,Asia-Pacific
